"Arquivo";"Tipo";"Secao";"Chave";"LinhaTribo";"LinhaDeepSeek";"Tribo";"DeepSeek";"IdiomaTribo";"IdiomaDeepSeek"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07_Havelock DisAbstractItemAudioLog";"m_Description";"229";"229";"""O quinto Diário Militar de Havelock fala da Campanha dos Legalistas.""";"""O quinto dos diários militares de Havelock que narram a campanha dos Legalistas.""";"PT";"PT/Misto"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Callista_CurnowAlive DisAbstractItemAudioLog";"m_Description";"234";"234";"""Callista grava um pedido de ajuda para recuperar Emily das mãos dos Legalistas.""";"""Callista grava uma nota pedindo ajuda para resgatar Emily dos Legalistas.""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Callista_CurnowAlive DisAbstractItemAudioLog";"m_ItemName";"232";"232";"""Pedido de Callista""";"""O Apelo de Callista""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Callista_CurnowDead DisAbstractItemAudioLog";"m_Description";"239";"239";"""Callista grava um pedido de ajuda para recuperar Emily das mãos dos Legalistas.""";"""Callista grava uma nota pedindo ajuda para recuperar Emily dos Legalistas.""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Callista_CurnowDead DisAbstractItemAudioLog";"m_ItemName";"237";"237";"""Últimas Palavras de Callista""";"""As Últimas Palavras de Callista""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Pendleton DisAbstractItemAudioLog";"m_Description";"244";"244";"""Lorde Pendleton finalmente tem seu poder garantido e se prepara para retomar sua vida de luxo.""";"""Lord Pendleton finalmente vê que seu poder está assegurado e se prepara para retornar a uma vida de luxo.""";"PT";"PT/Misto"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Pendleton DisAbstractItemAudioLog";"m_ItemName";"242";"242";"""Pendleton aceita seu futuro""";"""Pendleton Abraça o Futuro""";"Indeterminado";"Indeterminado"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Piero_HC DisAbstractItemAudioLog";"m_Description";"249";"249";"""Piero percebe que foi usado pelos Legalistas e que está com os seus dias contados.""";"""Piero percebe que foi usado pelos Legalistas e que seus dias estão contados.""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Piero_LC_SokolovAlive DisAbstractItemAudioLog";"m_Description";"254";"254";"""Ao usar Piero e Sokolov, os Legalistas criaram um vínculo entre dois gênios. Juntos, planejam fazer coisas maravilhosas.""";"""Ao usar Piero e Sokolov, os Legalistas criaram inadvertidamente um vínculo entre o brilhante par. Juntos, eles planejam realizar maravilhas.""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Samuel DisAbstractItemAudioLog";"m_Description";"259";"259";"""Samuel está inquieto devido aos acontecimentos e decide ser mais cauteloso.""";"""Samuel está inquieto com a recente reviravolta dos acontecimentos e decide não arriscar.""";"PT";"PT/Misto"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Pub07a_Samuel DisAbstractItemAudioLog";"m_ItemName";"257";"257";"""Samuel fica cauteloso""";"""Samuel Permanece Cauteloso""";"Indeterminado";"Indeterminado"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Tower_Confession DisAbstractItemAudioLog";"m_Description";"264";"264";"""O Lorde Regente, Hiram Burrows, está em choque devido ao seu ""Plano de Erradicação da Pobreza"" ter sido um fracasso.""";"""O Lorde Regente, Hiram Burrows, está dividido sobre seu ""Plano de Erradicação da Pobreza"" e a forma como ele saiu pela culatra.""";"PT";"PT/Misto"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Tower_Confession DisAbstractItemAudioLog";"m_ItemName";"262";"262";"""Confissão do Lorde Regente""";"""A Confissão do Lorde Regente""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Tower_Empress DisAbstractItemAudioLog";"m_Description";"269";"269";"""A Imperatriz grava uma mensagem para sua filha, Emily, falando de Corvo e dos tempos ruins.""";"""A Imperatriz grava uma mensagem para sua filha Emily, falando sobre Corvo e tempos sombrios.""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Tower_Empress DisAbstractItemAudioLog";"m_ItemName";"267";"267";"""Mensagem da Imperatriz para Emily""";"""Carta para Emily da Imperatriz""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Tower_EmpressToCorvo DisAbstractItemAudioLog";"m_Description";"274";"274";"""A Imperatriz grava uma mensagem para corvo enquanto o Lorde Protetor está fora.""";"""A Imperatriz grava uma carta para Corvo enquanto ele está ausente.""";"PT";"PT"
"AudioGraph_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractInv_Graphs.AG_Tower_EmpressToCorvo DisAbstractItemAudioLog";"m_ItemName";"272";"272";"""Mensagem da Imperatriz para Corvo""";"""Carta para Corvo da Imperatriz""";"PT";"PT"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Bookstack_Moveable_twk:pInteractableTweaks DisTweaks_InteractableInterface";"m_Name";"2";"2";"""Stack of Books""";"""Pilha de Livros""";"EN";"PT"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Brick_highdamage_twk:DisTweaks_InteractableInterface_10 DisTweaks_InteractableInterface";"m_Name";"5";"5";"""Loose Brick""";"""Tijolo Solto""";"Indeterminado";"Indeterminado"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Instructions_Normal_AbstrInv DisAbstractItem";"m_Description";"10";"10";"""Normal \nBreak the glass to start a few seconds of Bend Time, and use it to kill as many enemies as possible.\n\nYou will face a succession of rounds featuring different situations and resources. \nYour resources are limited, but the environment may provide additional hazards.\nYou have as many tries as you need, but only the score from the first winning attempt at each round will be added to your total.\n\nScoring:\n* Each kill gives you points. \n* Killing enemies in various ways scores more points.\n* Clean a room completely gives you more points. \n  \nSpecial:\nEach time a round is completed at first try, you have the possibility to play a bonus round with a unique objective. Don't mess up this one, you can't restart it if you fail. \n\nGame Over: \nThere is no game over. If you fail a round, you just restart it. """;"""Normal \nQuebre o vidro para iniciar alguns segundos de Dobra do Tempo e use-o para matar o maior número de inimigos possível.\n\nVocê enfrentará uma sucessão de rodadas com situações e recursos diferentes. \nSeus recursos são limitados, mas o ambiente pode oferecer perigos adicionais.\nVocê tem quantas tentativas precisar, mas apenas a pontuação da primeira tentativa bem-sucedida em cada rodada será adicionada ao seu total.\n\nPontuação:\n* Cada eliminação concede pontos. \n* Eliminar inimigos de várias formas concede mais pontos.\n* Limpar uma sala completamente concede pontos extras. \n  \nEspecial:\nCada vez que uma rodada for concluída na primeira tentativa, você terá a possibilidade de jogar uma rodada bônus com um objetivo único. Não estrague essa, você não pode reiniciá-la se falhar. \n\nFim de Jogo: \nNão há fim de jogo. Se você falhar em uma rodada, simplesmente a reinicia.""";"EN/Misto";"PT/Misto"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Notes.Instructions_Normal_AbstrInv DisAbstractItem";"m_ItemName";"8";"8";"""Bend Time Massacre""";"""Massacre do Tempo Curvado""";"Indeterminado";"PT"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"tabletopmodel_01_twk:DisTweaks_InteractableInterface_54 DisTweaks_InteractableInterface";"m_Name";"17";"17";"""Box""";"""Caixa""";"Indeterminado";"Indeterminado"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"tabletopmodel_02_twk:DisTweaks_InteractableInterface_54 DisTweaks_InteractableInterface";"m_Name";"20";"20";"""Box""";"""Caixa""";"Indeterminado";"Indeterminado"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"tabletopmodel_03_twk:DisTweaks_InteractableInterface_54 DisTweaks_InteractableInterface";"m_Name";"23";"23";"""Box""";"""Caixa""";"Indeterminado";"Indeterminado"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"tabletopmodel_04_twk:DisTweaks_InteractableInterface_54 DisTweaks_InteractableInterface";"m_Name";"26";"26";"""Box""";"""Caixa""";"Indeterminado";"Indeterminado"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"tabletopmodel_05_twk:DisTweaks_InteractableInterface_54 DisTweaks_InteractableInterface";"m_Name";"29";"29";"""Box""";"""Caixa""";"Indeterminado";"Indeterminado"
"BendTimeMassacre_MS_Tweak.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"tabletopmodel_06_twk:DisTweaks_InteractableInterface_54 DisTweaks_InteractableInterface";"m_Name";"32";"32";"""Box""";"""Caixa""";"Indeterminado";"Indeterminado"
"Blueprints_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Pickups.BP_ArmorIncrease_twk DisTweaks_AbstractItemPickup";"m_SingleItemPickupMessage";"2";"2";"""Uma nova melhoria está disponível no Piero: Armadura Melhorada""";"""Novo aprimoramento disponível na oficina do Piero: Armadura Aprimorada""";"PT";"PT"
"Blueprints_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Pickups.BP_ExpBullets_twk DisTweaks_AbstractItemPickup";"m_SingleItemPickupMessage";"14";"14";"""Uma nova melhoria está disponível no Piero: Disparo Explosivo da Pistola""";"""Novo aprimoramento disponível na oficina do Piero: Tiro Explosivo da Pistola""";"PT";"PT"
"Blueprints_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Pickups.BP_FlareBolt_twk DisTweaks_AbstractItemPickup";"m_SingleItemPickupMessage";"26";"26";"""Um novo item está disponível no Piero: Seta Incendiária""";"""Novo item disponível no Piero: Flecha Incendiária""";"PT";"PT"
"Blueprints_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Pickups.BP_HealthPotion_twk DisTweaks_AbstractItemPickup";"m_SingleItemPickupMessage";"38";"38";"""Um novo item está disponível no Piero: Elixir de Saúde de Sokolov""";"""Novo item disponível no Piero: Elixir de Saúde de Sokolov""";"PT";"PT"
"Blueprints_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Pickups.BP_SilentRunning_twk DisTweaks_AbstractItemPickup";"m_SingleItemPickupMessage";"50";"50";"""Uma nova melhoria está disponível no Piero: Botas Sigilosas 1""";"""Nova melhoria disponível no Piero: Bota Furtiva 1""";"PT";"PT"
"Blueprints_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Pickups.BP_SpyglassZoom_twk DisTweaks_AbstractItemPickup";"m_SingleItemPickupMessage";"62";"62";"""Uma nova melhoria está disponível no Piero: Ótica da Máscara 2""";"""Novo aprimoramento disponível no Piero: Óptica da Máscara 2""";"PT";"PT"
"Blueprints_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Pickups.BP_StickyGrenade_twk DisTweaks_AbstractItemPickup";"m_SingleItemPickupMessage";"74";"74";"""Uma nova melhoria está disponível no Piero: Granada Adesiva""";"""Novo aprimoramento disponível na oficina de Piero: Granada Pegajosa""";"PT";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractItems.RewireTool_AbsItm DisAbstractItem";"m_Description";"4";"4";"""Permite reprogramar circuitos eletrônicos e manipular os sistema de segurança para obter uma vantagem. Se desgasta com o uso.""";"""Permite religar circuitos tecnológicos e virar sistemas de segurança a seu favor. Consumido ao usar.""";"PT";"PT/Misto"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractItems.RewireTool_AbsItm DisAbstractItem";"m_ItemName";"2";"2";"""Ferramenta de Religação""";"""Ferramenta de Reconexão""";"PT";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AbstractItems.RewireTool_AbsItm DisAbstractItem";"m_PluralItemName";"3";"3";"""Ferramentas de Religação""";"""Ferramentas de Reconfiguração""";"PT";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_ArmorIncrease_AbsItm DisAbstractItem";"m_Description";"9";"9";"""Tratamento químico que pode ser aplicado tanto em tecidos como em couro. Piero pode usa-lo para melhorar sua roupa e sua armadura.""";"""Um tratamento químico que pode ser aplicado em tecido ou couro. Piero pode usar isso para aprimorar sua armadura e roupas.""";"PT";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_ArmorIncrease_AbsItm DisAbstractItem";"m_ItemName";"7";"7";"""Tecido Aderente de Galvani""";"""Tecido Galvani Ligado""";"PT";"Indeterminado"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_ExpBullets_AbsItm DisAbstractItem";"m_Description";"14";"14";"""Processo químico que pode ser usado para manipular os ritmos de combustão. Piero pode usa-lo para melhorar a munição da sua pistola.""";"""Um processo químico que pode ser usado para escalonar taxas de combustibilidade. Piero pode usar isso para aprimorar suas munições de pistola.""";"PT/Misto";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_ExpBullets_AbsItm DisAbstractItem";"m_ItemName";"12";"12";"""Refinamento de Combustível em Pequena Escala """;"""Refinamento de Combustão em Pequena Escala""";"PT";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_FlareBolt_AbsItm DisAbstractItem";"m_Description";"19";"19";"""Uma substância pirotécnica que produz uma luz intensa por um pequeno momento. Piero pode usa-la para melhorar as setas da sua besta.""";"""Uma substância pirotécnica que se inflama para produzir luz intensa por curta duração. Piero pode usá-la para aprimorar suas flechas de besta.""";"PT/Misto";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_HealthPotion_AbsItm DisAbstractItem";"m_Description";"24";"24";"""A Formula do Elixir de Sokolov. Piero pode usa-la para destilar um liquido que restabelece a saúde e protege contra a peste dos ratos.""";"""A fórmula do Elixir de Sokolov. Piero pode usá-la para destilar um líquido que restaura a saúde e protege contra a peste dos ratos.""";"PT/Misto";"PT/Misto"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_HealthPotion_AbsItm DisAbstractItem";"m_ItemName";"22";"22";"""Formula de Sokolov""";"""Fórmula de Sokolov""";"PT";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_SilentRunning_AbsItm DisAbstractItem";"m_Description";"29";"29";"""Substância que aumenta a flexibilidade e a rigidez de materiais vulcanizados. Piero pode usa-la para reduzir o ruído feito pelas suas botas.""";"""Uma substância que aumenta a flexibilidade e a resistência em materiais vulcanizados. Piero pode usar isso para reduzir o som gerado por suas botas.""";"PT/Misto";"PT/Misto"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_SilentRunning_AbsItm DisAbstractItem";"m_ItemName";"27";"27";"""Resina Dobradoura de Galvani""";"""Resina Galvani Dobrada""";"PT";"Indeterminado"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_SpyglassZoom_AbsItm DisAbstractItem";"m_Description";"34";"34";"""Um diagrama para melhorar a estabilidade de um par de lentes. Piero pode usa-la para melhorar as lentes de aumento da sua máscara.""";"""Um diagrama para aumentar a estabilidade em um conjunto de lentes múltiplas. Piero pode usar isso para aprimorar as lentes de aumento da sua máscara.""";"PT/Misto";"PT/Misto"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_SpyglassZoom_AbsItm DisAbstractItem";"m_ItemName";"32";"32";"""Lente de aumento""";"""Ampliação da Lente""";"PT";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_StickyGrenade_AbsItm DisAbstractItem";"m_Description";"39";"39";"""Desenho de uma proteção coberta de fragmentos pontiagudos que permite que as granadas penetrem na maioria das superfícies. Piero pode usa-la para melhorar suas granadas""";"""Um design de revestimento com pontas que permite que as granadas se fixem na maioria das superfícies. Piero pode usar isso para aprimorar suas granadas.""";"PT/Misto";"PT/Misto"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_StickyGrenade_AbsItm DisAbstractItem";"m_ItemName";"37";"37";"""Proteção para granada de fragmentos""";"""Carcaça de Granada Espinhosa""";"PT";"PT"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_WallOfLight_AbsItm DisAbstractItem";"m_Description";"44";"44";"""Um desenho da Parede de Luz usada pela Guarda da Cidade. Piero pode usa-lo para te ensinar a desativar as Paredes de Luz.""";"""Um esquema do Muro de Luz usado pela Guarda da Cidade. Piero pode usar isso para te ensinar a desativar Muros de Luz.""";"PT/Misto";"PT/Misto"
"Blueprints_twk_Abst.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"HackManual.BP_WallOfLight_AbsItm DisAbstractItem";"m_ItemName";"42";"42";"""Circuitos da Parede de Luz""";"""Circuito do Muro de Luz""";"PT";"PT"
"Boyle_AbstractInv_Assets.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"BoylePartyDrink_twk:DisTweaks_Interactable_PickupBase_0 DisTweaks_Interactable_PickupBase";"m_Name";"78";"78";"""Uma bebida para a Srta. White""";"""Uma Bebida para a Senhorita White""";"Indeterminado";"Indeterminado"
"Boyle_AbstractInv_Assets.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DuelingCase:pInteractableTweaks DisTweaks_InteractableInterface";"m_Name";"86";"86";"""Caixa de Duelos""";"""Estojo de Duelo""";"PT";"PT"
"Boyle_AbstractInv_MS.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"BoyleHeirloom1_AbsItm DisAbstractItem";"m_Description";"4";"4";"""Relíquia 1 da Família Boyle""";"""Herança de Boyle 1""";"PT";"PT"
"Boyle_AbstractInv_MS.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"BoyleHeirloom1_AbsItm DisAbstractItem";"m_ItemName";"2";"2";"""Relíquia 1 da Família Boyle""";"""Herança dos Boyle 1""";"PT";"PT"
"Boyle_AbstractInv_MS.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"BoyleHeirloom2_AbsItm DisAbstractItem";"m_Description";"9";"9";"""Relíquia 2 da Família Boyle""";"""Herança de Boyle 2""";"PT";"PT"
